ctrl,block,picture_name,x1,x2,x3,x4,t1,t2,m1,m2,m3,m4
1,1,GiraFFe_nEck,1.246941135940084,3.8921262091647004,-0.18739697773108563,-0.8740265465228294,1,-1,0,0,0,0
0,1,QueUe_dApPer,0.6288818382489025,5.194534790099107,1.9972514014430376,0.40050487836843807,1,-1,0,0,0,0
0,1,NIce_bOUnCY,0.7828446779575104,3.5112506998272726,-1.539436158792307,-1.1193435240879241,1,-1,0,0,0,0
0,1,feature_dog,-0.7897691916334053,2.029158304615232,0.18050709819193927,-2.56460940920617,1,-1,0,0,0,0
0,1,structure_mention,1.6404130280218108,3.7513317872997733,0.5054849981632412,-1.195898732505985,1,-1,0,0,0,0
0,1,REqUEst_ReCoGNise,-0.41085173404063163,4.122367840870528,1.3318543275160661,-0.8928581809573074,1,-1,0,0,0,0
0,1,afford_gutter,2.6913819968444823,1.9946872923253605,0.2634832920905385,2.0709416829624616,1,-1,0,0,0,0
0,1,prr0teSt_intEnd,2.3404956186598462,2.364477505690643,2.808005610308732,2.525663643382217,1,-1,0,0,0,0
0,1,bOunDaRY_sTRanGer,0.6890692077578144,1.0572570667314596,-0.698196333087968,-1.8228796380538048,1,-1,0,0,0,0
0,1,hard-to-find_brush,-2.2437369584826476,-2.5625147545380975,1.5468966566670008,-1.49137923830374,-1,1,0,0,0,0
0,1,source_low,-1.6484576544256644,-2.3311780572146383,-2.032786301052916,-0.6595745847567935,-1,1,0,0,0,0
0,1,GlOsSy_cEAsELEss,-2.0921412988008714,0.3238363325654642,1.8544242480416342,0.7780836241805685,-1,1,0,0,0,0
0,1,Clay_EnDlesS,-2.556700733318796,-1.9462904232704301,2.5425888408787993,4.218134231321718,-1,1,0,0,0,0
0,1,shareholder_air,-1.8742099669195342,-1.8147641090119166,-1.107550610716708,1.0432287282134733,-1,1,0,0,0,0
0,1,nEed_mUg,-2.8193040924187724,-1.9068951761598156,-0.7759368749766459,3.3490742858097136,-1,1,0,0,0,0
0,1,sense_scandalous,-2.1452518147366453,-1.5525624167719425,-0.48044065317895585,2.1645973796985896,-1,1,0,0,0,0
0,1,soap_marble,-2.807112690218886,-2.6638284063898805,2.318138126188662,1.5345464197806558,-1,1,0,0,0,0
0,1,wIld_ChEss,-4.1393577757560145,-2.0541956626486737,1.1665479094512274,-0.9631267932539873,-1,1,0,0,0,0
0,2,GiraFFe_nEck,1.246941135940084,3.8921262091647004,-0.18739697773108563,-0.8740265465228294,1,-1,0,0,0,0
0,2,REqUEst_ReCoGNise,-0.41085173404063163,4.122367840870528,1.3318543275160661,-0.8928581809573074,1,-1,0,0,0,0
0,2,NIce_bOUnCY,0.7828446779575104,3.5112506998272726,-1.539436158792307,-1.1193435240879241,1,-1,0,0,0,0
0,2,afford_gutter,2.6913819968444823,1.9946872923253605,0.2634832920905385,2.0709416829624616,1,-1,0,0,0,0
0,2,feature_dog,-0.7897691916334053,2.029158304615232,0.18050709819193927,-2.56460940920617,1,-1,0,0,0,0
0,2,structure_mention,1.6404130280218108,3.7513317872997733,0.5054849981632412,-1.195898732505985,1,-1,0,0,0,0
0,2,sense_scandalous,-2.1452518147366453,-1.5525624167719425,-0.48044065317895585,2.1645973796985896,-1,1,0,0,0,0
0,2,source_low,-1.6484576544256644,-2.3311780572146383,-2.032786301052916,-0.6595745847567935,-1,1,0,0,0,0
0,2,QueUe_dApPer,0.6288818382489025,5.194534790099107,1.9972514014430376,0.40050487836843807,1,-1,0,0,0,0
0,2,prr0teSt_intEnd,2.3404956186598462,2.364477505690643,2.808005610308732,2.525663643382217,1,-1,0,0,0,0
0,2,hard-to-find_brush,-2.2437369584826476,-2.5625147545380975,1.5468966566670008,-1.49137923830374,-1,1,0,0,0,0
0,2,wIld_ChEss,-4.1393577757560145,-2.0541956626486737,1.1665479094512274,-0.9631267932539873,-1,1,0,0,0,0
0,2,shareholder_air,-1.8742099669195342,-1.8147641090119166,-1.107550610716708,1.0432287282134733,-1,1,0,0,0,0
0,2,nEed_mUg,-2.8193040924187724,-1.9068951761598156,-0.7759368749766459,3.3490742858097136,-1,1,0,0,0,0
0,2,bOunDaRY_sTRanGer,0.6890692077578144,1.0572570667314596,-0.698196333087968,-1.8228796380538048,1,-1,0,0,0,0
0,2,GlOsSy_cEAsELEss,-2.0921412988008714,0.3238363325654642,1.8544242480416342,0.7780836241805685,-1,1,0,0,0,0
0,2,Clay_EnDlesS,-2.556700733318796,-1.9462904232704301,2.5425888408787993,4.218134231321718,-1,1,0,0,0,0
0,2,soap_marble,-2.807112690218886,-2.6638284063898805,2.318138126188662,1.5345464197806558,-1,1,0,0,0,0
0,3,soap_marble,-2.807112690218886,-2.6638284063898805,2.318138126188662,1.5345464197806558,-1,1,0,0,0,0
0,3,nEed_mUg,-2.8193040924187724,-1.9068951761598156,-0.7759368749766459,3.3490742858097136,-1,1,0,0,0,0
0,3,sense_scandalous,-2.1452518147366453,-1.5525624167719425,-0.48044065317895585,2.1645973796985896,-1,1,0,0,0,0
0,3,prr0teSt_intEnd,2.3404956186598462,2.364477505690643,2.808005610308732,2.525663643382217,1,-1,0,0,0,0
0,3,REqUEst_ReCoGNise,-0.41085173404063163,4.122367840870528,1.3318543275160661,-0.8928581809573074,1,-1,0,0,0,0
0,3,feature_dog,-0.7897691916334053,2.029158304615232,0.18050709819193927,-2.56460940920617,1,-1,0,0,0,0
0,3,hard-to-find_brush,-2.2437369584826476,-2.5625147545380975,1.5468966566670008,-1.49137923830374,-1,1,0,0,0,0
0,3,QueUe_dApPer,0.6288818382489025,5.194534790099107,1.9972514014430376,0.40050487836843807,1,-1,0,0,0,0
0,3,structure_mention,1.6404130280218108,3.7513317872997733,0.5054849981632412,-1.195898732505985,1,-1,0,0,0,0
0,3,source_low,-1.6484576544256644,-2.3311780572146383,-2.032786301052916,-0.6595745847567935,-1,1,0,0,0,0
0,3,NIce_bOUnCY,0.7828446779575104,3.5112506998272726,-1.539436158792307,-1.1193435240879241,1,-1,0,0,0,0
0,3,afford_gutter,2.6913819968444823,1.9946872923253605,0.2634832920905385,2.0709416829624616,1,-1,0,0,0,0
0,3,shareholder_air,-1.8742099669195342,-1.8147641090119166,-1.107550610716708,1.0432287282134733,-1,1,0,0,0,0
0,3,wIld_ChEss,-4.1393577757560145,-2.0541956626486737,1.1665479094512274,-0.9631267932539873,-1,1,0,0,0,0
0,3,bOunDaRY_sTRanGer,0.6890692077578144,1.0572570667314596,-0.698196333087968,-1.8228796380538048,1,-1,0,0,0,0
0,3,GiraFFe_nEck,1.246941135940084,3.8921262091647004,-0.18739697773108563,-0.8740265465228294,1,-1,0,0,0,0
0,3,GlOsSy_cEAsELEss,-2.0921412988008714,0.3238363325654642,1.8544242480416342,0.7780836241805685,-1,1,0,0,0,0
0,3,Clay_EnDlesS,-2.556700733318796,-1.9462904232704301,2.5425888408787993,4.218134231321718,-1,1,0,0,0,0
0,4,feature_dog,-0.7897691916334053,2.029158304615232,0.18050709819193927,-2.56460940920617,1,-1,0,0,0,0
0,4,wIld_ChEss,-4.1393577757560145,-2.0541956626486737,1.1665479094512274,-0.9631267932539873,-1,1,0,0,0,0
0,4,GiraFFe_nEck,1.246941135940084,3.8921262091647004,-0.18739697773108563,-0.8740265465228294,1,-1,0,0,0,0
0,4,nEed_mUg,-2.8193040924187724,-1.9068951761598156,-0.7759368749766459,3.3490742858097136,-1,1,0,0,0,0
0,4,soap_marble,-2.807112690218886,-2.6638284063898805,2.318138126188662,1.5345464197806558,-1,1,0,0,0,0
0,4,NIce_bOUnCY,0.7828446779575104,3.5112506998272726,-1.539436158792307,-1.1193435240879241,1,-1,0,0,0,0
0,4,QueUe_dApPer,0.6288818382489025,5.194534790099107,1.9972514014430376,0.40050487836843807,1,-1,0,0,0,0
0,4,prr0teSt_intEnd,2.3404956186598462,2.364477505690643,2.808005610308732,2.525663643382217,1,-1,0,0,0,0
0,4,hard-to-find_brush,-2.2437369584826476,-2.5625147545380975,1.5468966566670008,-1.49137923830374,-1,1,0,0,0,0
0,4,sense_scandalous,-2.1452518147366453,-1.5525624167719425,-0.48044065317895585,2.1645973796985896,-1,1,0,0,0,0
0,4,bOunDaRY_sTRanGer,0.6890692077578144,1.0572570667314596,-0.698196333087968,-1.8228796380538048,1,-1,0,0,0,0
0,4,GlOsSy_cEAsELEss,-2.0921412988008714,0.3238363325654642,1.8544242480416342,0.7780836241805685,-1,1,0,0,0,0
0,4,REqUEst_ReCoGNise,-0.41085173404063163,4.122367840870528,1.3318543275160661,-0.8928581809573074,1,-1,0,0,0,0
0,4,afford_gutter,2.6913819968444823,1.9946872923253605,0.2634832920905385,2.0709416829624616,1,-1,0,0,0,0
0,4,source_low,-1.6484576544256644,-2.3311780572146383,-2.032786301052916,-0.6595745847567935,-1,1,0,0,0,0
0,4,Clay_EnDlesS,-2.556700733318796,-1.9462904232704301,2.5425888408787993,4.218134231321718,-1,1,0,0,0,0
0,4,shareholder_air,-1.8742099669195342,-1.8147641090119166,-1.107550610716708,1.0432287282134733,-1,1,0,0,0,0
0,4,structure_mention,1.6404130280218108,3.7513317872997733,0.5054849981632412,-1.195898732505985,1,-1,0,0,0,0
0,5,REqUEst_ReCoGNise,-0.41085173404063163,4.122367840870528,1.3318543275160661,-0.8928581809573074,1,-1,0,0,0,0
0,5,soap_marble,-2.807112690218886,-2.6638284063898805,2.318138126188662,1.5345464197806558,-1,1,0,0,0,0
0,5,source_low,-1.6484576544256644,-2.3311780572146383,-2.032786301052916,-0.6595745847567935,-1,1,0,0,0,0
0,5,GiraFFe_nEck,1.246941135940084,3.8921262091647004,-0.18739697773108563,-0.8740265465228294,1,-1,0,0,0,0
0,5,Clay_EnDlesS,-2.556700733318796,-1.9462904232704301,2.5425888408787993,4.218134231321718,-1,1,0,0,0,0
0,5,NIce_bOUnCY,0.7828446779575104,3.5112506998272726,-1.539436158792307,-1.1193435240879241,1,-1,0,0,0,0
0,5,sense_scandalous,-2.1452518147366453,-1.5525624167719425,-0.48044065317895585,2.1645973796985896,-1,1,0,0,0,0
0,5,GlOsSy_cEAsELEss,-2.0921412988008714,0.3238363325654642,1.8544242480416342,0.7780836241805685,-1,1,0,0,0,0
0,5,QueUe_dApPer,0.6288818382489025,5.194534790099107,1.9972514014430376,0.40050487836843807,1,-1,0,0,0,0
0,5,feature_dog,-0.7897691916334053,2.029158304615232,0.18050709819193927,-2.56460940920617,1,-1,0,0,0,0
0,5,prr0teSt_intEnd,2.3404956186598462,2.364477505690643,2.808005610308732,2.525663643382217,1,-1,0,0,0,0
0,5,structure_mention,1.6404130280218108,3.7513317872997733,0.5054849981632412,-1.195898732505985,1,-1,0,0,0,0
0,5,shareholder_air,-1.8742099669195342,-1.8147641090119166,-1.107550610716708,1.0432287282134733,-1,1,0,0,0,0
0,5,nEed_mUg,-2.8193040924187724,-1.9068951761598156,-0.7759368749766459,3.3490742858097136,-1,1,0,0,0,0
0,5,wIld_ChEss,-4.1393577757560145,-2.0541956626486737,1.1665479094512274,-0.9631267932539873,-1,1,0,0,0,0
0,5,afford_gutter,2.6913819968444823,1.9946872923253605,0.2634832920905385,2.0709416829624616,1,-1,0,0,0,0
0,5,hard-to-find_brush,-2.2437369584826476,-2.5625147545380975,1.5468966566670008,-1.49137923830374,-1,1,0,0,0,0
0,5,bOunDaRY_sTRanGer,0.6890692077578144,1.0572570667314596,-0.698196333087968,-1.8228796380538048,1,-1,0,0,0,0
0,6,feature_dog,-0.7897691916334053,2.029158304615232,0.18050709819193927,-2.56460940920617,1,-1,0,0,0,0
0,6,QueUe_dApPer,0.6288818382489025,5.194534790099107,1.9972514014430376,0.40050487836843807,1,-1,0,0,0,0
0,6,bOunDaRY_sTRanGer,0.6890692077578144,1.0572570667314596,-0.698196333087968,-1.8228796380538048,1,-1,0,0,0,0
0,6,afford_gutter,2.6913819968444823,1.9946872923253605,0.2634832920905385,2.0709416829624616,1,-1,0,0,0,0
0,6,hard-to-find_brush,-2.2437369584826476,-2.5625147545380975,1.5468966566670008,-1.49137923830374,-1,1,0,0,0,0
0,6,soap_marble,-2.807112690218886,-2.6638284063898805,2.318138126188662,1.5345464197806558,-1,1,0,0,0,0
0,6,structure_mention,1.6404130280218108,3.7513317872997733,0.5054849981632412,-1.195898732505985,1,-1,0,0,0,0
0,6,sense_scandalous,-2.1452518147366453,-1.5525624167719425,-0.48044065317895585,2.1645973796985896,-1,1,0,0,0,0
0,6,wIld_ChEss,-4.1393577757560145,-2.0541956626486737,1.1665479094512274,-0.9631267932539873,-1,1,0,0,0,0
0,6,GiraFFe_nEck,1.246941135940084,3.8921262091647004,-0.18739697773108563,-0.8740265465228294,1,-1,0,0,0,0
0,6,GlOsSy_cEAsELEss,-2.0921412988008714,0.3238363325654642,1.8544242480416342,0.7780836241805685,-1,1,0,0,0,0
0,6,source_low,-1.6484576544256644,-2.3311780572146383,-2.032786301052916,-0.6595745847567935,-1,1,0,0,0,0
0,6,NIce_bOUnCY,0.7828446779575104,3.5112506998272726,-1.539436158792307,-1.1193435240879241,1,-1,0,0,0,0
0,6,Clay_EnDlesS,-2.556700733318796,-1.9462904232704301,2.5425888408787993,4.218134231321718,-1,1,0,0,0,0
0,6,nEed_mUg,-2.8193040924187724,-1.9068951761598156,-0.7759368749766459,3.3490742858097136,-1,1,0,0,0,0
0,6,prr0teSt_intEnd,2.3404956186598462,2.364477505690643,2.808005610308732,2.525663643382217,1,-1,0,0,0,0
0,6,REqUEst_ReCoGNise,-0.41085173404063163,4.122367840870528,1.3318543275160661,-0.8928581809573074,1,-1,0,0,0,0
0,6,shareholder_air,-1.8742099669195342,-1.8147641090119166,-1.107550610716708,1.0432287282134733,-1,1,0,0,0,0
0,7,NIce_bOUnCY,0.7828446779575104,3.5112506998272726,-1.539436158792307,-1.1193435240879241,1,-1,0,0,0,0
0,7,REqUEst_ReCoGNise,-0.41085173404063163,4.122367840870528,1.3318543275160661,-0.8928581809573074,1,-1,0,0,0,0
0,7,GiraFFe_nEck,1.246941135940084,3.8921262091647004,-0.18739697773108563,-0.8740265465228294,1,-1,0,0,0,0
0,7,QueUe_dApPer,0.6288818382489025,5.194534790099107,1.9972514014430376,0.40050487836843807,1,-1,0,0,0,0
0,7,shareholder_air,-1.8742099669195342,-1.8147641090119166,-1.107550610716708,1.0432287282134733,-1,1,0,0,0,0
0,7,soap_marble,-2.807112690218886,-2.6638284063898805,2.318138126188662,1.5345464197806558,-1,1,0,0,0,0
0,7,afford_gutter,2.6913819968444823,1.9946872923253605,0.2634832920905385,2.0709416829624616,1,-1,0,0,0,0
0,7,Clay_EnDlesS,-2.556700733318796,-1.9462904232704301,2.5425888408787993,4.218134231321718,-1,1,0,0,0,0
0,7,wIld_ChEss,-4.1393577757560145,-2.0541956626486737,1.1665479094512274,-0.9631267932539873,-1,1,0,0,0,0
0,7,sense_scandalous,-2.1452518147366453,-1.5525624167719425,-0.48044065317895585,2.1645973796985896,-1,1,0,0,0,0
0,7,nEed_mUg,-2.8193040924187724,-1.9068951761598156,-0.7759368749766459,3.3490742858097136,-1,1,0,0,0,0
0,7,source_low,-1.6484576544256644,-2.3311780572146383,-2.032786301052916,-0.6595745847567935,-1,1,0,0,0,0
0,7,hard-to-find_brush,-2.2437369584826476,-2.5625147545380975,1.5468966566670008,-1.49137923830374,-1,1,0,0,0,0
0,7,feature_dog,-0.7897691916334053,2.029158304615232,0.18050709819193927,-2.56460940920617,1,-1,0,0,0,0
0,7,prr0teSt_intEnd,2.3404956186598462,2.364477505690643,2.808005610308732,2.525663643382217,1,-1,0,0,0,0
0,7,bOunDaRY_sTRanGer,0.6890692077578144,1.0572570667314596,-0.698196333087968,-1.8228796380538048,1,-1,0,0,0,0
0,7,GlOsSy_cEAsELEss,-2.0921412988008714,0.3238363325654642,1.8544242480416342,0.7780836241805685,-1,1,0,0,0,0
0,7,structure_mention,1.6404130280218108,3.7513317872997733,0.5054849981632412,-1.195898732505985,1,-1,0,0,0,0
0,8,bOunDaRY_sTRanGer,0.6890692077578144,1.0572570667314596,-0.698196333087968,-1.8228796380538048,1,-1,0,0,0,0
0,8,QueUe_dApPer,0.6288818382489025,5.194534790099107,1.9972514014430376,0.40050487836843807,1,-1,0,0,0,0
0,8,nEed_mUg,-2.8193040924187724,-1.9068951761598156,-0.7759368749766459,3.3490742858097136,-1,1,0,0,0,0
0,8,sense_scandalous,-2.1452518147366453,-1.5525624167719425,-0.48044065317895585,2.1645973796985896,-1,1,0,0,0,0
0,8,GiraFFe_nEck,1.246941135940084,3.8921262091647004,-0.18739697773108563,-0.8740265465228294,1,-1,0,0,0,0
0,8,hard-to-find_brush,-2.2437369584826476,-2.5625147545380975,1.5468966566670008,-1.49137923830374,-1,1,0,0,0,0
0,8,NIce_bOUnCY,0.7828446779575104,3.5112506998272726,-1.539436158792307,-1.1193435240879241,1,-1,0,0,0,0
0,8,source_low,-1.6484576544256644,-2.3311780572146383,-2.032786301052916,-0.6595745847567935,-1,1,0,0,0,0
0,8,Clay_EnDlesS,-2.556700733318796,-1.9462904232704301,2.5425888408787993,4.218134231321718,-1,1,0,0,0,0
0,8,REqUEst_ReCoGNise,-0.41085173404063163,4.122367840870528,1.3318543275160661,-0.8928581809573074,1,-1,0,0,0,0
0,8,shareholder_air,-1.8742099669195342,-1.8147641090119166,-1.107550610716708,1.0432287282134733,-1,1,0,0,0,0
0,8,wIld_ChEss,-4.1393577757560145,-2.0541956626486737,1.1665479094512274,-0.9631267932539873,-1,1,0,0,0,0
0,8,afford_gutter,2.6913819968444823,1.9946872923253605,0.2634832920905385,2.0709416829624616,1,-1,0,0,0,0
0,8,GlOsSy_cEAsELEss,-2.0921412988008714,0.3238363325654642,1.8544242480416342,0.7780836241805685,-1,1,0,0,0,0
0,8,structure_mention,1.6404130280218108,3.7513317872997733,0.5054849981632412,-1.195898732505985,1,-1,0,0,0,0
0,8,prr0teSt_intEnd,2.3404956186598462,2.364477505690643,2.808005610308732,2.525663643382217,1,-1,0,0,0,0
0,8,feature_dog,-0.7897691916334053,2.029158304615232,0.18050709819193927,-2.56460940920617,1,-1,0,0,0,0
0,8,soap_marble,-2.807112690218886,-2.6638284063898805,2.318138126188662,1.5345464197806558,-1,1,0,0,0,0
0,9,REqUEst_ReCoGNise,-0.41085173404063163,4.122367840870528,1.3318543275160661,-0.8928581809573074,1,-1,0,0,0,0
0,9,prr0teSt_intEnd,2.3404956186598462,2.364477505690643,2.808005610308732,2.525663643382217,1,-1,0,0,0,0
0,9,wIld_ChEss,-4.1393577757560145,-2.0541956626486737,1.1665479094512274,-0.9631267932539873,-1,1,0,0,0,0
0,9,soap_marble,-2.807112690218886,-2.6638284063898805,2.318138126188662,1.5345464197806558,-1,1,0,0,0,0
0,9,shareholder_air,-1.8742099669195342,-1.8147641090119166,-1.107550610716708,1.0432287282134733,-1,1,0,0,0,0
0,9,afford_gutter,2.6913819968444823,1.9946872923253605,0.2634832920905385,2.0709416829624616,1,-1,0,0,0,0
0,9,bOunDaRY_sTRanGer,0.6890692077578144,1.0572570667314596,-0.698196333087968,-1.8228796380538048,1,-1,0,0,0,0
0,9,nEed_mUg,-2.8193040924187724,-1.9068951761598156,-0.7759368749766459,3.3490742858097136,-1,1,0,0,0,0
0,9,source_low,-1.6484576544256644,-2.3311780572146383,-2.032786301052916,-0.6595745847567935,-1,1,0,0,0,0
0,9,feature_dog,-0.7897691916334053,2.029158304615232,0.18050709819193927,-2.56460940920617,1,-1,0,0,0,0
0,9,QueUe_dApPer,0.6288818382489025,5.194534790099107,1.9972514014430376,0.40050487836843807,1,-1,0,0,0,0
0,9,structure_mention,1.6404130280218108,3.7513317872997733,0.5054849981632412,-1.195898732505985,1,-1,0,0,0,0
0,9,GiraFFe_nEck,1.246941135940084,3.8921262091647004,-0.18739697773108563,-0.8740265465228294,1,-1,0,0,0,0
0,9,Clay_EnDlesS,-2.556700733318796,-1.9462904232704301,2.5425888408787993,4.218134231321718,-1,1,0,0,0,0
0,9,sense_scandalous,-2.1452518147366453,-1.5525624167719425,-0.48044065317895585,2.1645973796985896,-1,1,0,0,0,0
0,9,GlOsSy_cEAsELEss,-2.0921412988008714,0.3238363325654642,1.8544242480416342,0.7780836241805685,-1,1,0,0,0,0
0,9,NIce_bOUnCY,0.7828446779575104,3.5112506998272726,-1.539436158792307,-1.1193435240879241,1,-1,0,0,0,0
0,9,hard-to-find_brush,-2.2437369584826476,-2.5625147545380975,1.5468966566670008,-1.49137923830374,-1,1,0,0,0,0
0,10,REqUEst_ReCoGNise,-0.41085173404063163,4.122367840870528,1.3318543275160661,-0.8928581809573074,1,-1,0,0,0,0
0,10,shareholder_air,-1.8742099669195342,-1.8147641090119166,-1.107550610716708,1.0432287282134733,-1,1,0,0,0,0
0,10,QueUe_dApPer,0.6288818382489025,5.194534790099107,1.9972514014430376,0.40050487836843807,1,-1,0,0,0,0
0,10,afford_gutter,2.6913819968444823,1.9946872923253605,0.2634832920905385,2.0709416829624616,1,-1,0,0,0,0
0,10,Clay_EnDlesS,-2.556700733318796,-1.9462904232704301,2.5425888408787993,4.218134231321718,-1,1,0,0,0,0
0,10,structure_mention,1.6404130280218108,3.7513317872997733,0.5054849981632412,-1.195898732505985,1,-1,0,0,0,0
0,10,bOunDaRY_sTRanGer,0.6890692077578144,1.0572570667314596,-0.698196333087968,-1.8228796380538048,1,-1,0,0,0,0
0,10,soap_marble,-2.807112690218886,-2.6638284063898805,2.318138126188662,1.5345464197806558,-1,1,0,0,0,0
0,10,feature_dog,-0.7897691916334053,2.029158304615232,0.18050709819193927,-2.56460940920617,1,-1,0,0,0,0
0,10,hard-to-find_brush,-2.2437369584826476,-2.5625147545380975,1.5468966566670008,-1.49137923830374,-1,1,0,0,0,0
0,10,prr0teSt_intEnd,2.3404956186598462,2.364477505690643,2.808005610308732,2.525663643382217,1,-1,0,0,0,0
0,10,sense_scandalous,-2.1452518147366453,-1.5525624167719425,-0.48044065317895585,2.1645973796985896,-1,1,0,0,0,0
0,10,source_low,-1.6484576544256644,-2.3311780572146383,-2.032786301052916,-0.6595745847567935,-1,1,0,0,0,0
0,10,nEed_mUg,-2.8193040924187724,-1.9068951761598156,-0.7759368749766459,3.3490742858097136,-1,1,0,0,0,0
0,10,wIld_ChEss,-4.1393577757560145,-2.0541956626486737,1.1665479094512274,-0.9631267932539873,-1,1,0,0,0,0
0,10,NIce_bOUnCY,0.7828446779575104,3.5112506998272726,-1.539436158792307,-1.1193435240879241,1,-1,0,0,0,0
0,10,GlOsSy_cEAsELEss,-2.0921412988008714,0.3238363325654642,1.8544242480416342,0.7780836241805685,-1,1,0,0,0,0
0,10,GiraFFe_nEck,1.246941135940084,3.8921262091647004,-0.18739697773108563,-0.8740265465228294,1,-1,0,0,0,0
0,11,nEed_mUg,-2.8193040924187724,-1.9068951761598156,-0.7759368749766459,3.3490742858097136,-1,1,0,0,0,0
0,11,wIld_ChEss,-4.1393577757560145,-2.0541956626486737,1.1665479094512274,-0.9631267932539873,-1,1,0,0,0,0
0,11,feature_dog,-0.7897691916334053,2.029158304615232,0.18050709819193927,-2.56460940920617,1,-1,0,0,0,0
0,11,sense_scandalous,-2.1452518147366453,-1.5525624167719425,-0.48044065317895585,2.1645973796985896,-1,1,0,0,0,0
0,11,QueUe_dApPer,0.6288818382489025,5.194534790099107,1.9972514014430376,0.40050487836843807,1,-1,0,0,0,0
0,11,afford_gutter,2.6913819968444823,1.9946872923253605,0.2634832920905385,2.0709416829624616,1,-1,0,0,0,0
0,11,source_low,-1.6484576544256644,-2.3311780572146383,-2.032786301052916,-0.6595745847567935,-1,1,0,0,0,0
0,11,GlOsSy_cEAsELEss,-2.0921412988008714,0.3238363325654642,1.8544242480416342,0.7780836241805685,-1,1,0,0,0,0
0,11,hard-to-find_brush,-2.2437369584826476,-2.5625147545380975,1.5468966566670008,-1.49137923830374,-1,1,0,0,0,0
0,11,Clay_EnDlesS,-2.556700733318796,-1.9462904232704301,2.5425888408787993,4.218134231321718,-1,1,0,0,0,0
0,11,structure_mention,1.6404130280218108,3.7513317872997733,0.5054849981632412,-1.195898732505985,1,-1,0,0,0,0
0,11,shareholder_air,-1.8742099669195342,-1.8147641090119166,-1.107550610716708,1.0432287282134733,-1,1,0,0,0,0
0,11,prr0teSt_intEnd,2.3404956186598462,2.364477505690643,2.808005610308732,2.525663643382217,1,-1,0,0,0,0
0,11,bOunDaRY_sTRanGer,0.6890692077578144,1.0572570667314596,-0.698196333087968,-1.8228796380538048,1,-1,0,0,0,0
0,11,NIce_bOUnCY,0.7828446779575104,3.5112506998272726,-1.539436158792307,-1.1193435240879241,1,-1,0,0,0,0
0,11,soap_marble,-2.807112690218886,-2.6638284063898805,2.318138126188662,1.5345464197806558,-1,1,0,0,0,0
0,11,GiraFFe_nEck,1.246941135940084,3.8921262091647004,-0.18739697773108563,-0.8740265465228294,1,-1,0,0,0,0
0,11,REqUEst_ReCoGNise,-0.41085173404063163,4.122367840870528,1.3318543275160661,-0.8928581809573074,1,-1,0,0,0,0
0,12,sense_scandalous,-2.1452518147366453,-1.5525624167719425,-0.48044065317895585,2.1645973796985896,-1,1,0,0,0,0
0,12,NIce_bOUnCY,0.7828446779575104,3.5112506998272726,-1.539436158792307,-1.1193435240879241,1,-1,0,0,0,0
0,12,Clay_EnDlesS,-2.556700733318796,-1.9462904232704301,2.5425888408787993,4.218134231321718,-1,1,0,0,0,0
0,12,bOunDaRY_sTRanGer,0.6890692077578144,1.0572570667314596,-0.698196333087968,-1.8228796380538048,1,-1,0,0,0,0
0,12,nEed_mUg,-2.8193040924187724,-1.9068951761598156,-0.7759368749766459,3.3490742858097136,-1,1,0,0,0,0
0,12,hard-to-find_brush,-2.2437369584826476,-2.5625147545380975,1.5468966566670008,-1.49137923830374,-1,1,0,0,0,0
0,12,feature_dog,-0.7897691916334053,2.029158304615232,0.18050709819193927,-2.56460940920617,1,-1,0,0,0,0
0,12,QueUe_dApPer,0.6288818382489025,5.194534790099107,1.9972514014430376,0.40050487836843807,1,-1,0,0,0,0
0,12,source_low,-1.6484576544256644,-2.3311780572146383,-2.032786301052916,-0.6595745847567935,-1,1,0,0,0,0
0,12,GiraFFe_nEck,1.246941135940084,3.8921262091647004,-0.18739697773108563,-0.8740265465228294,1,-1,0,0,0,0
0,12,REqUEst_ReCoGNise,-0.41085173404063163,4.122367840870528,1.3318543275160661,-0.8928581809573074,1,-1,0,0,0,0
0,12,GlOsSy_cEAsELEss,-2.0921412988008714,0.3238363325654642,1.8544242480416342,0.7780836241805685,-1,1,0,0,0,0
0,12,afford_gutter,2.6913819968444823,1.9946872923253605,0.2634832920905385,2.0709416829624616,1,-1,0,0,0,0
0,12,wIld_ChEss,-4.1393577757560145,-2.0541956626486737,1.1665479094512274,-0.9631267932539873,-1,1,0,0,0,0
0,12,structure_mention,1.6404130280218108,3.7513317872997733,0.5054849981632412,-1.195898732505985,1,-1,0,0,0,0
0,12,shareholder_air,-1.8742099669195342,-1.8147641090119166,-1.107550610716708,1.0432287282134733,-1,1,0,0,0,0
0,12,soap_marble,-2.807112690218886,-2.6638284063898805,2.318138126188662,1.5345464197806558,-1,1,0,0,0,0
0,12,prr0teSt_intEnd,2.3404956186598462,2.364477505690643,2.808005610308732,2.525663643382217,1,-1,0,0,0,0
